index;lambda;mu;time;nb_clients;client_no_wait;nb_moyen_clients;temps_sejour;time_exec
0;2;2;1000000;1999921;0.0011155440639905277;621.681425068676;310.8529912274906;5.43
0;2;4;1000000;2000731;0.5000052480818261;1.0002615093846967;0.49994802368969077;0.72
0;2;6;1000000;1997079;0.6675855086353619;0.4983899586719506;0.2495594609286616;0.57
0;2;8;1000000;1999851;0.7497748582269379;0.3335187104961045;0.1667717797456433;0.58
0;4;4;1000000;4001270;1.324579446025887E-4;1906.870346170632;476.56627674978006;43.80
0;4;6;1000000;3999876;0.33264781208217453;2.0049376290577845;0.5012499460127693;1.12
0;4;8;1000000;4001484;0.5000882172713923;1.0005806186083142;0.2500523852171644;1.07
0;6;6;1000000;5995770;9.781896236846976E-4;1059.592718997076;176.72337647994877;32.48
0;6;8;1000000;6001762;0.2498997794314403;3.001686688213995;0.5001342419465835;1.54
0;8;8;1000000;8004225;1.0894246476079821E-4;4679.896078252235;584.6782265931482;231.89
0;5;6;1;9;0.3333333333333333;4.378102356237511;0.48645581735972343;0.05
0;5;6;10;49;0.32653061224489793;1.6022921115083668;0.32699839010374837;0.05
0;5;6;100;518;0.12934362934362933;5.135406924375394;0.9913912981419699;0.07
0;5;6;1000;4939;0.16359586960923264;4.4454168398631495;0.9000641506100711;0.07
0;5;6;10000;50103;0.15236612578089137;5.54361084832183;1.1064428972959124;0.18
0;5;6;100000;499860;0.16883527387668548;4.946214011435778;0.9895198678501907;0.33
0;5;6;1000000;4999052;0.16696405638509063;4.96229613321267;0.9926474325955518;1.26
0;5;6;10000000;50007762;0.1667668111202417;5.00277230816214;1.0003991596667103;10.47
1;2;2;1000000;1997732;9.665961200000801E-4;810.8373842306858;405.8789588546748;6.95
1;2;4;1000000;1999758;0.49974246883872947;0.999609574116511;0.4998652707560169;0.73
1;2;6;1000000;1997943;0.6667382402801281;0.499579594527427;0.2500469705729478;0.56
1;2;8;1000000;1999984;0.7502720021760174;0.3325553447711666;0.16627900261760425;0.57
1;4;4;1000000;4000290;4.234692984758605E-4;753.1494253542261;188.27370649483035;13.37
1;4;6;1000000;3997861;0.33416369403538543;1.9962089572401056;0.49931925027907265;1.01
1;4;8;1000000;4003586;0.49994230172650217;1.0014134963614878;0.25012913332234854;1.13
1;6;6;1000000;5998739;1.6986903414200884E-4;864.6631035014364;144.1408108439965;21.66
1;6;8;1000000;5996255;0.25082922590850454;2.989078399507475;0.49849087463886504;1.50
1;8;8;1000000;8001919;3.302957703020988E-4;1550.5051933905784;193.7666693939684;67.05
1;5;6;1;4;0.75;1.2528020399425186;0.31320050998562965;0.04
1;5;6;10;63;0.047619047619047616;12.503590221369397;1.9846968605348243;0.07
1;5;6;100;528;0.17803030303030304;4.273927727931407;0.8094560090779186;0.07
1;5;6;1000;5046;0.12980578676179153;6.673659595099087;1.3225643272094894;0.07
1;5;6;10000;49778;0.1710996825907027;5.110153121343079;1.0265886779989377;0.17
1;5;6;100000;498784;0.16915739077436326;4.897146206732418;0.981817020339963;0.29
1;5;6;1000000;5000457;0.16707072973530218;4.972313315886606;0.9943717775969089;1.24
1;5;6;10000000;49997156;0.16674234430454404;4.999249954642272;0.9999068656307212;10.52
2;2;2;1000000;1996735;0.0011764205064768234;742.4662972730023;371.8401777266438;6.70
2;2;4;1000000;1998656;0.49928602020557816;1.0024631275966707;0.5015686179095732;0.77
2;2;6;1000000;1997943;0.6669884976698535;0.49843395108731675;0.2494735590991919;0.60
2;2;8;1000000;1997813;0.7498709839209176;0.33311990212837966;0.16674228375147207;0.62
2;4;4;1000000;4001569;3.1837511736021543E-4;1458.2198587588966;364.4120240732615;30.54
2;4;6;1000000;4000826;0.3329622432967592;2.001860712969826;0.5003618535196863;0.95
2;4;8;1000000;3999512;0.5003477924306765;0.9988237742201808;0.24973641139723565;1.05
2;6;6;1000000;5997196;5.71266972098294E-4;790.3526785896512;131.78703490592667;19.44
2;6;8;1000000;6001231;0.2503719653517753;2.9866029845589073;0.4976650598117145;1.56
2;8;8;1000000;8000400;2.814859257037148E-4;3054.0813156673166;381.74107740455685;145.59
2;5;6;1;7;0.5714285714285714;0.952282764427556;0.13604039491822228;0.05
2;5;6;10;55;0.01818181818181818;10.637777100184575;1.93414129094265;0.07
2;5;6;100;498;0.26305220883534136;2.7347613600967753;0.5491488674893124;0.06
2;5;6;1000;5024;0.16918789808917198;5.706258179427673;1.1357997968606024;0.08
2;5;6;10000;50119;0.16498733015423292;5.372114298137981;1.0718718047323308;0.18
2;5;6;100000;499606;0.16853280384943337;4.895408313616225;0.9798537875077437;0.29
2;5;6;1000000;4998079;0.16710700251036448;5.0108540133713415;1.002555984683699;1.29
2;5;6;10000000;50008515;0.16661226593111192;5.0034771093521;1.0005250324572441;10.56
3;2;2;1000000;2001418;7.454714607343394E-4;1578.9361821212008;788.9087547534284;17.80
3;2;4;1000000;1997567;0.5001729604063343;0.997087436912772;0.4991509355695059;0.73
3;2;6;1000000;1999592;0.6673676429991718;0.499312050374005;0.2497069654079457;0.58
3;2;8;1000000;1999760;0.7498664839780773;0.3334197849809446;0.1667299000784817;0.69
3;4;4;1000000;3995932;0.0015470733736209724;564.8632585419583;141.35957732560834;9.66
3;4;6;1000000;3997452;0.33387642928545486;1.9999887862334667;0.5003158977852632;0.97
3;4;8;1000000;3997728;0.5003314382569299;0.9971215180540571;0.24942205123861785;1.11
3;6;6;1000000;6001441;6.075207604307033E-4;2817.5501887864116;469.4789449377436;100.48
3;6;8;1000000;6002045;0.24954294744541236;3.0112345494795427;0.5017014283431521;1.55
3;8;8;1000000;8001719;3.436761525867129E-5;4076.608571774228;509.4665998361435;195.85
3;5;6;1;4;0.75;0.7423806748075045;0.18559516870187612;0.05
3;5;6;10;49;0.20408163265306123;2.166759728699143;0.44219586299982533;0.06
3;5;6;100;516;0.0872093023255814;10.4242070594655;2.0201951665630826;0.06
3;5;6;1000;4929;0.1763035098397241;5.1919332827619264;1.0533441433885047;0.07
3;5;6;10000;50127;0.1628862688770523;4.927998927395214;0.9831027046093298;0.14
3;5;6;100000;499699;0.16806117282604127;4.891017789335602;0.9787927911272999;0.31
3;5;6;1000000;4996917;0.16811846184357274;4.96626180559002;0.9938651783872139;1.33
3;5;6;10000000;49998857;0.1665195066359217;5.010008010611753;1.0020245084029908;10.37
4;2;2;1000000;1999004;0.0022261086020838377;259.56262405196725;129.84597532169343;2.40
4;2;4;1000000;2002059;0.4989887910396247;1.0036026563174318;0.5012852549887054;0.74
4;2;6;1000000;2000262;0.6655348149392429;0.5017206421732682;0.2508274626890218;0.59
4;2;8;1000000;1999449;0.7497260495266446;0.3332751047952334;0.16668347369461958;0.67
4;4;4;1000000;3999877;1.1000338260401507E-5;2203.2091563603803;550.8192267813312;49.19
4;4;6;1000000;4002100;0.3328297643737038;1.9991891508245845;0.49953503181444314;1.13
4;4;8;1000000;4000934;0.4997423101705752;1.000546388088664;0.25007820376158757;1.15
4;6;6;1000000;6000540;2.2731287517456763E-4;1687.7068738936207;281.2591656573638;55.35
4;6;8;1000000;6002254;0.250144029226354;2.9955731706406836;0.49907470937432585;1.53
4;8;8;1000000;7998376;4.227108102944898E-4;897.3221043074915;112.18803720995153;31.42
4;5;6;1;5;1.0;0.8580856408717853;0.17161712817435706;0.06
4;5;6;10;49;0.30612244897959184;4.338943501594114;0.8854986737947173;0.06
4;5;6;100;514;0.14396887159533073;7.182337294397492;1.3973418860695503;0.07
4;5;6;1000;4981;0.1549889580405541;5.612144138485944;1.1267103269395604;0.08
4;5;6;10000;50362;0.154461697311465;5.314401261642963;1.0552403124663334;0.16
4;5;6;100000;499451;0.1676640951765038;4.935975145468021;0.9882801607100812;0.29
4;5;6;1000000;4997891;0.16716050830240195;5.003262793056541;1.001074811966818;1.19
4;5;6;10000000;50000810;0.16673021897045268;5.001541763774629;1.0002921480216678;10.35
5;2;2;1000000;1999945;8.05022138108798E-5;918.4715314121197;459.2483950369415;8.27
5;2;4;1000000;1999390;0.499531857216451;1.0005692638688493;0.5004372653003413;0.71
5;2;6;1000000;1998373;0.6667709181419085;0.5000296503310627;0.2502183778158846;0.56
5;2;8;1000000;2001339;0.7504580683232576;0.3330931928548387;0.16643516808238817;0.67
5;4;4;1000000;4000071;2.467456202652403E-4;2338.7739154639094;584.6831007409462;53.19
5;4;6;1000000;4001801;0.33303779973067127;2.0020638656632888;0.5002907105234609;1.02
5;4;8;1000000;4000420;0.500179231180726;1.000658748352957;0.25013842255387136;1.13
5;6;6;1000000;6001946;1.0596563181341518E-4;2782.748641617338;463.6410660171544;98.39
5;6;8;1000000;5998418;0.25007043523809114;3.0015122839785424;0.5003839819062825;1.39
5;8;8;1000000;8003633;2.39891059472617E-4;2319.4503826606456;289.7996925471878;107.53
5;5;6;1;4;0.5;1.1127900109880648;0.27819750274701616;0.06
5;5;6;10;43;0.37209302325581395;1.5919841750330423;0.370228877914661;0.06
5;5;6;100;517;0.2127659574468085;3.505468698706664;0.6780403672546722;0.05
5;5;6;1000;4935;0.1789260385005066;4.079398833105522;0.8266259033648475;0.09
5;5;6;10000;49808;0.1697518470928365;4.807174405302029;0.9651410225871344;0.17
5;5;6;100000;499913;0.16832328825215587;4.897847955303171;0.979740065832105;0.33
5;5;6;1000000;5002219;0.16630799251292278;5.004535151883766;1.0004630248863418;1.32
5;5;6;10000000;49996799;0.1668315805577873;5.000291811640599;1.000122390163764;10.36
6;2;2;1000000;1998235;0.0012170740678648909;510.6140895906547;255.5325522727118;4.10
6;2;4;1000000;1997152;0.4998713167550592;1.0020025425747434;0.5017157144647695;0.72
6;2;6;1000000;1999956;0.6665771646976233;0.5000393873580447;0.25002519423329544;0.61
6;2;8;1000000;1999768;0.749693964499882;0.3330897573524488;0.1665642001234387;0.59
6;4;4;1000000;3994744;0.0012839370933406496;566.8921273598326;141.90950092416819;9.79
6;4;6;1000000;3999388;0.332933188777883;2.003285895278709;0.5008981112306721;0.97
6;4;8;1000000;4001542;0.4999867551059067;0.9994671194899635;0.24977049334730553;1.11
6;6;6;1000000;6001918;2.820764962133771E-4;1201.0122887385455;200.10474797197472;36.45
6;6;8;1000000;6003477;0.2494692658937479;3.0090663367654913;0.50122059879049;1.51
6;8;8;1000000;7999869;1.6250266098107356E-4;3464.7134859610874;433.0962776965966;166.62
6;5;6;1;3;0.3333333333333333;2.206984022518995;0.7356613408396652;0.06
6;5;6;10;49;0.1836734693877551;3.04356644155531;0.6211360084806752;0.06
6;5;6;100;482;0.24066390041493776;3.118531261853388;0.646998187106511;0.06
6;5;6;1000;4973;0.17233058515986327;4.410808529461512;0.8869512426023543;0.08
6;5;6;10000;50262;0.16382157494727628;4.941958550672257;0.983239534971175;0.18
6;5;6;100000;499438;0.1697848381580897;4.861812660741779;0.9734566974762858;0.32
6;5;6;1000000;5005714;0.16593516928853705;5.002935844467443;0.9994450031438105;1.40
6;5;6;10000000;49996572;0.16679137521668486;4.99564270379391;0.999197045707958;10.63
7;2;2;1000000;2001350;6.295750368501262E-5;1737.906130230718;868.3669174460647;18.22
7;2;4;1000000;1997382;0.49997196329995963;0.9998311004880458;0.5005707974178428;0.77
7;2;6;1000000;1998902;0.666802074338812;0.4999800729152613;0.25012735637628125;0.67
7;2;8;1000000;2000214;0.7496892832466926;0.3333598665489526;0.16666210042973031;0.75
7;4;4;1000000;3999544;2.3277653652516386E-4;1549.4683109370596;387.41124261591074;33.13
7;4;6;1000000;3995052;0.3342767503401708;1.9929086790128026;0.4988442400781668;1.00
7;4;8;1000000;3999307;0.4994170239994079;1.0020447605550777;0.2505545987229966;1.14
7;6;6;1000000;6003617;1.2225963115235366E-4;2886.475741018686;480.7894542604611;102.53
7;6;8;1000000;6001189;0.2499761297302918;3.0119483234331876;0.5018919289883101;1.53
7;8;8;1000000;7999875;6.346349161705652E-4;2474.022385256703;309.25763030760635;113.13
7;5;6;1;5;0.2;1.4573777046945833;0.2914755409389166;0.05
7;5;6;10;49;0.08163265306122448;6.693078501784053;1.365934388119194;0.06
7;5;6;100;487;0.1601642710472279;4.943995894531972;1.0151942288566682;0.07
7;5;6;1000;4924;0.18582453290008125;4.31728869653452;0.876784869320574;0.10
7;5;6;10000;49687;0.1715338015980035;4.802398222140385;0.9665301229980602;0.16
7;5;6;100000;499901;0.16750716641895094;4.918341849077143;0.983863174724012;0.31
7;5;6;1000000;4998276;0.16757778081882632;4.957457922330734;0.9918335686804746;1.39
7;5;6;10000000;50003183;0.16638408798895862;5.00476029726306;1.0008883429010342;10.43
8;2;2;1000000;2000738;9.98131689406609E-4;646.4054827511815;323.0835235554137;5.71
8;2;4;1000000;1997798;0.5006592258076141;0.9983284180492364;0.49971439457304345;0.72
8;2;6;1000000;1998845;0.6670707333485087;0.49904380055273867;0.24966608243897784;0.74
8;2;8;1000000;1997218;0.7501789989875918;0.33302533364229997;0.1667446085716732;0.57
8;4;4;1000000;3999189;5.671149825627146E-4;943.2436159640191;235.85872434737746;17.34
8;4;6;1000000;4001253;0.33307416451796473;2.001791370873288;0.5002911265228509;1.14
8;4;8;1000000;3999556;0.5002037726187607;0.9989346188912099;0.24976137823578665;1.10
8;6;6;1000000;5997667;1.842383046607956E-4;1111.4591293768387;185.31524497389762;30.45
8;6;8;1000000;6001461;0.24950707835975272;3.0160919282401046;0.5025596147738826;1.62
8;8;8;1000000;7999799;1.693792556537983E-4;2213.4186424060913;276.6842819932768;101.64
8;5;6;1;6;0.6666666666666666;1.4962303516270958;0.24937172527118268;0.06
8;5;6;10;38;0.3684210526315789;1.1759414617406132;0.30945827940542453;0.06
8;5;6;100;488;0.1680327868852459;4.162256107458283;0.85292133349555;0.07
8;5;6;1000;5010;0.1467065868263473;5.609892233302497;1.119738968723054;0.09
8;5;6;10000;49647;0.1728402521803936;5.0555234390143395;1.0182938423297205;0.16
8;5;6;100000;500476;0.16289292593451035;5.137477479388587;1.0265182505032402;0.30
8;5;6;1000000;5004324;0.16674999460466589;4.995993402145984;0.9983353200446157;1.20
8;5;6;10000000;50001575;0.16664531067271382;5.001319951006933;1.000232482878533;10.47
9;2;2;1000000;2000882;2.548875945707943E-5;1836.5725916154458;917.881510061767;20.71
9;2;4;1000000;1998402;0.500299739491854;0.9996156704418986;0.5002075010142598;0.73
9;2;6;1000000;2001057;0.6663893132479485;0.5007223696430393;0.2502289388273494;0.73
9;2;8;1000000;2000743;0.7504562055196494;0.33340782072495245;0.16664200285841432;0.65
9;4;4;1000000;4000873;1.2972168824154127E-4;3066.142078131031;766.368259660084;72.94
9;4;6;1000000;3996170;0.33431886030874564;1.9928897311425906;0.49869993797621265;1.14
9;4;8;1000000;3999087;0.5000553876422293;0.9998186026904733;0.25001171584676035;1.10
9;6;6;1000000;5995921;2.1798152443969825E-4;1480.569192688179;246.92940295379896;48.09
9;6;8;1000000;5996655;0.25074712485544026;2.9917027537098626;0.49889525972563514;1.62
9;8;8;1000000;8000869;1.769807754632653E-4;3709.3265481644216;463.6154582913459;177.99
9;5;6;1;6;0.3333333333333333;2.657967343528546;0.4429945572547577;0.05
9;5;6;10;61;0.04918032786885246;14.733470617849505;2.415323052106477;0.05
9;5;6;100;512;0.21875;3.4925034274522972;0.6821295756742771;0.08
9;5;6;1000;5053;0.1531763308925391;5.709693776951296;1.129961167019851;0.06
9;5;6;10000;49978;0.1652927288006723;5.0208320933925945;1.004608446394941;0.17
9;5;6;100000;500728;0.16483599878576793;5.045408631280219;1.007614639341135;0.33
9;5;6;1000000;5002811;0.1665051907817425;5.039800462629119;1.0073937357675042;1.23
9;5;6;10000000;49999835;0.16679793043317043;4.988139468940877;0.9976311859711018;10.35
10;2;2;1000000;1999470;3.740991362711118E-4;1108.9675545269656;554.6307544134031;10.57
10;2;4;1000000;1999962;0.5005905112197132;0.9984196316454537;0.4992193009894456;0.78
10;2;6;1000000;1999338;0.6662750370372593;0.5008528987030122;0.2505093679522983;0.73
10;2;8;1000000;1998906;0.749979238643538;0.33322945307156865;0.1667059146711094;0.63
10;4;4;1000000;3999793;7.062865503289795E-4;1614.7973293742866;403.72022486523684;35.35
10;4;6;1000000;4002057;0.33328136006058884;2.000822039607657;0.4999484114313528;0.96
10;4;8;1000000;4001917;0.5000258626053464;1.0012360170805952;0.25018910114342474;1.13
10;6;6;1000000;5999696;1.7350879111208302E-4;1492.431783210016;248.75123393081316;47.74
10;6;8;1000000;6003063;0.2497838186938901;3.003976865990178;0.5004073530446026;1.57
10;8;8;1000000;7993972;8.592724617999662E-4;1252.5784711694073;156.6903750938117;53.98
10;5;6;1;8;0.5;2.152276024979826;0.2690345031224782;0.06
10;5;6;10;58;0.1206896551724138;5.410792246949213;0.9328952149912432;0.05
10;5;6;100;525;0.10285714285714286;6.698324952392299;1.2758714195032954;0.07
10;5;6;1000;5019;0.15839808726838014;5.015906616549995;0.9993836653815502;0.08
10;5;6;10000;50081;0.16896627463509115;4.8817806997590445;0.9747770012098548;0.21
10;5;6;100000;499705;0.16620406039563343;5.029593335523067;1.0065125094852498;0.54
10;5;6;1000000;5003344;0.1663361543799507;5.0129721242764065;1.0019243378578768;1.32
10;5;6;10000000;49993999;0.16697300009947194;4.988654161850552;0.9978505943988454;10.47
